ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,Brands,"Meta: single_unit_price","Meta: single_unit_weight","Meta: unit_box","Meta: _purchase_price","Meta: _cost_of_goods","Meta: _markup_percent","Meta: _other_cost","Meta: _cyp_shipping_cost","Meta: _analytics_cost_price","Meta: _uag_css_file_name"
95,simple,,,"CHICKEN BURGER ( 18x70 GR )",1,0,visible,,,,,taxable,reduced-rate-9,1,,,0,0,1.26,,,,1,,,"5,80","Horeca, Uncategorized",,,,,,,,,,,,0,,"€5,50","1,26 kg",8,0.00,3.95,0.00,3.95,,3.78
97,simple,,,"CHICKEN BURGER ( 36x70 GR )",1,0,visible,,,,,taxable,reduced-rate-9,1,,,0,0,2.52,,,,1,,,"10,00","Horeca, Uncategorized",,,,,,,,,,,,0,,"€10,00","2,52 kg",4,0.00,6.93,0.00,6.93,,7.31
100,simple,,,"CHICKEN WINGS CRISPY CLASSIC",1,0,visible,,,,,taxable,reduced-rate-9,1,,,0,0,1.00,,,,1,,,"5,70","Horeca, Uncategorized",,,,,,,,,,,,0,,"€5,70","1,00 kg",8,0.00,3.24,0.00,3.24,,4.05
101,simple,,,"CHICKEN WINGS HOT",1,0,visible,,,,,taxable,reduced-rate-9,1,,,0,0,1.00,,,,1,,,"5,40","Horeca, Uncategorized",,,,,,,,,,,,0,,"€5,40",1,8,0.00,3.24,0.00,3.24,,4.05
102,simple,,,"CHICKEN WINGS BARBECUE",1,0,visible,,,,,taxable,reduced-rate-9,1,,,0,0,1.00,,,,1,,,"6,00","Horeca, Uncategorized",,,,,,,,,,,,0,,"€6,00","1,00 kg",8,0.00,3.24,0.00,3.24,,4.05
103,simple,,,"CRISPY BURGER",1,0,visible,,,,,taxable,reduced-rate-9,1,,,0,0,1.00,,,,1,,,"6,56","Horeca, Uncategorized",,,,,,,,,,,,0,,"7,00","1,00 kg",8,0.00,3.72,0.00,3.72,,4.65
104,simple,,,"CHICKEN NUGGETS TEMPURA",1,0,visible,,,,,taxable,reduced-rate-9,1,,,0,0,1.00,,,,1,,,"5,50","Horeca, Uncategorized",,,,,,,,,,,,0,,"€5,50","1,00 kg",8,0.00,3.95,0.00,3.95,,3.95
105,simple,,,"CHICKEN KIPCORN ( 0,8 GR ) Horeca",1,0,visible,,,,,taxable,reduced-rate-9,1,,,0,0,1.00,,,,1,,,"5,00","Horeca, Uncategorized",,,,,,,,,,,,0,,"€6,20","1,00 kg",8,0.00,3.32,0.00,3.32,,3.32
106,simple,,,"CHICKEN FINGERS",1,0,visible,,,,,taxable,reduced-rate-9,1,,,0,0,1.00,,,,1,,,"8,75","Horeca, Uncategorized",,,,,,,,,,,,0,,"€8,75","1,00 kg",8,0.00,3.40,0.00,3.40,,4.25
107,simple,,,"CHICKEN SCHNITZEL",1,0,visible,,,,,taxable,reduced-rate-9,1,,,0,0,1.00,,,,1,,,"8,25","Horeca, Uncategorized",,,,,,,,,,,,0,,"€8,25","1,00 kg",8,0.00,3.32,0.00,3.32,,4.15
109,simple,,,"CHICKEN TENDERS CLASSIC (FORMED)",1,0,visible,,,,,taxable,reduced-rate-9,1,,,0,0,1.00,,,,1,,,"7,50","Horeca, Uncategorized",,,,,,,,,,,,0,,"€7,50","1,00 kg",8,0.00,3.12,0.00,3.12,,4.15
110,simple,,,"CHICKEN TENDERS HOT (FORMED)",1,0,visible,,,,,taxable,reduced-rate-9,1,,,0,0,1.00,,,,1,,,"7,50","Horeca, Uncategorized",,,,,,,,,,,,0,,"€7,50","1,00 kg",8,0.00,3.32,0.00,3.32,,4.15
111,simple,,,"Kentucky TENDERS CLASSIC",1,0,visible,,,,,taxable,reduced-rate-9,1,,,0,0,1.00,,,,1,,,"7,75","Horeca, Uncategorized",,,,,,,,,,,,0,,"€7,75","1,00 kg",8,0.00,4.92,0.00,4.92,,6.25
112,simple,,,"Kentucky TENDERS HOT",1,0,visible,,,,,taxable,reduced-rate-9,1,,,0,0,1.00,,,,1,,,"8,50","Horeca, Uncategorized",,,,,,,,,,,,0,,"€8,50","1,00 kg",8,0.00,4.92,0.00,4.92,,6.25
113,simple,,,"CHILI-CHEESE NUGGETS",1,0,visible,,,,,taxable,reduced-rate-9,1,,,0,0,1.00,,,,1,,,"10,00","Horeca, Uncategorized",,,,,,,,,,,,0,,"€10,00","1,00 kg",8,0.00,3.57,0.00,3.57,,5.95
114,simple,,,"CHEESE NUGGETS",1,0,visible,,,,,taxable,reduced-rate-9,1,,,0,0,1.00,,,,1,,,"6,50","Horeca, Uncategorized",,,,,,,,,,,,0,,"6,50","1,00 kg",8,0.00,4.17,0.00,4.17,,5.95
115,simple,,,"CHEESE STICKS (MOZZARELLA STICKS)",1,0,visible,,,,,taxable,reduced-rate-9,1,,,0,0,1.00,,,,1,,,"10,00","Horeca, Uncategorized",,,,,,,,,,,,0,,"€10,00","1,00 kg",8,0.00,3.57,0.00,3.57,,5.95
116,simple,,,FALAFEL,1,0,visible,,,,,taxable,reduced-rate-9,1,,,0,0,1.00,,,,1,,,"4,70","Horeca, Uncategorized",,,,,,,,,,,,0,,"€5,00","1,00 kg",8,0.00,2.96,0.00,2.96,,3.70
117,simple,,,"ONION RINGS",1,0,visible,,,,,taxable,reduced-rate-9,1,,,0,0,1.00,,,,1,,,"4,30","Horeca, Uncategorized",,,,,,,,,,,,0,,"€4,30","1,00 kg",8,0.00,3.04,0.00,3.04,,
118,simple,,,MANTI,1,0,visible,,,,,taxable,reduced-rate-9,1,,,0,0,1.00,,,,1,,,"8,00","Horeca, Uncategorized",,,,,,,,,,,,0,,"€8,00","1,00 kg",8,0.00,3.76,0.00,3.76,,4.50
119,simple,5902082461319,,"Chicken Chica PAPRIKA",1,0,visible,,,,,taxable,reduced-rate-9,1,,,0,0,2.50,,,,1,,,6,"Horeca, Uncategorized",,,,,,,,,,,,0,,"€14,38","2,50 kg",4,0.00,4.90,0.00,4.90,,4.95
120,simple,5902082461364,,"Chicken Chica NATURAL",1,0,visible,,,,,taxable,reduced-rate-9,1,,,0,0,2.50,,,,1,,,"5,75","Horeca, Uncategorized",,,,,,,,,,,,0,,"€13,75","2,50 kg",4,0.00,4.90,0.00,4.90,,4.95
121,simple,5902082460350,,"SLICED AND ROASTED PREMIUM CHICKEN KEBAB",1,0,visible,,,,,taxable,reduced-rate-9,1,,,0,0,2.50,,,,1,,,"7,00","Horeca, Uncategorized",,,,,,,,,,,,0,,,"2,50 kg",4,0.00,5.75,0.00,5.75,,5.75
122,simple,,,"SLICED AND ROASTED PREMIUM BEEF KEBAB",1,0,visible,,,,,taxable,reduced-rate-9,1,,,0,0,2.50,,,,1,,,"8,20","Horeca, Uncategorized",,,,,,,,,,,,0,,"8,20","2,50 kg",4,0.00,6.40,0.00,6.40,,6.40
123,simple,,,"Kalkoen SHAWARMA (€6,00)",1,0,visible,,,,,taxable,reduced-rate-9,1,,,0,0,2.50,,,,1,,,"15,00","Horeca, Uncategorized",,,,,,,,,,,,0,,"€15,00","2,50 kg",4,0.00,11.50,0.00,11.50,,
124,simple,,,"Mix - Shoarma ( Lam- kalkoen) (PL)",1,0,visible,,,,,taxable,reduced-rate-9,1,,,0,0,2.50,,,,1,,,"6,50","Horeca, Uncategorized",,,,,,,,,,,,0,,,,0,0.00,5.25,0.00,5.25,,5.25
127,simple,,,"CHICKEN WINGS CLASSIC",1,0,visible,,,,,taxable,reduced-rate-9,1,,,0,0,1.00,,,,1,,,"4,56","Horeca, Uncategorized",,,,,,,,,,,,0,,,,0,0.00,3.24,0.00,3.24,,4.05
152,simple,5902082432210,,"CRISPY WINGS CLASSIC (0.8kg)",1,0,visible,,,,,taxable,reduced-rate-9,1,,,0,0,1.00,,,,1,,,"4,56","Supermarket, Uncategorized",,,,,,,,,,,,0,,,,,0.00,3.24,0.00,3.24,,3.24
155,simple,5902082427995,,"CHICKEN WINGS CLASSIC (0.8kg)",1,0,visible,,,,,taxable,reduced-rate-9,1,,,0,0,0.8,,,,1,,,"4,56","Supermarket, Uncategorized",,,,,,,,,,,,0,,,,,0.00,3.24,0.00,3.24,,3.24
156,simple,5902082428008,,"CHICKEN WINGS HOT (0.8kg)",1,0,visible,,,,,taxable,reduced-rate-9,1,,,0,0,0.8,,,,1,,,"4,56","Supermarket, Uncategorized",,,,,,,,,,,,0,,,,,0.00,3.24,0.00,3.24,,3.24
157,simple,5902082428015,,"CHICKEN WINGS BARBEQUE (0.8kg)",1,0,visible,,,,,taxable,reduced-rate-9,1,,,0,0,0.8,,,,1,,,"4,56","Supermarket, Uncategorized",,,,,,,,,,,,0,,,,,0.00,3.24,0.00,3.24,,3.24
158,simple,5902082427957,,"CRISPY BURGER (0.8kg)",1,0,visible,,,,,taxable,reduced-rate-9,1,,,0,0,0.8,,,,1,,,"4,99","Supermarket, Uncategorized",,,,,,,,,,,,0,,,,,0.00,3.72,0.00,3.72,,3.72
159,simple,5902082428039,,"CHICKEN NUGGETS CLASSIC (0.8kg)",1,0,visible,,,,,taxable,reduced-rate-9,1,,,0,0,0.8,,,,1,,,"3,85","Supermarket, Uncategorized",,,,,,,,,,,,0,,,,,0.00,3.16,0.00,3.16,,3.16
160,simple,5902082427919,,"CHICKEN KIPCORN (0.8kg)",1,0,visible,,,,,taxable,reduced-rate-9,1,,,0,0,0.8,,,,1,,,"4,37","Supermarket, Uncategorized",,,,,,,,,,,,0,,,,,0.00,3.32,0.00,3.32,,3.32
161,simple,5902082428053,,"CHICKEN FINGERS (0.8kg)",1,0,visible,,,,,taxable,reduced-rate-9,1,,,0,0,0.8,,,,1,,,"4,48","Supermarket, Uncategorized",,,,,,,,,,,,0,,,,,0.00,3.40,0.00,3.40,,3.40
162,simple,5902082427834,,"CHICKEN SCHNITZEL (0.8kg)",1,0,visible,,,,,taxable,reduced-rate-9,1,,,0,0,0.8,,,,1,,,"4,25","Supermarket, Uncategorized",,,,,,,,,,,,0,,,,,0.00,3.32,0.00,3.32,,3.32
163,simple,5902082467564,,"Kentucky TENDERS CLASSIC (0.8kg)",1,0,visible,,,,,taxable,reduced-rate-9,0,-2501,,0,0,0.8,,,,1,,,"6,14","Supermarket, Uncategorized",,,,,,,,,,,,0,,,,,0.00,4.92,0.00,4.92,,5.00
164,simple,5902082427896,,"Kentucky TENDERS HOT (0.8kg)",1,0,visible,,,,,taxable,reduced-rate-9,1,,,0,0,0.8,,,,1,,,"6,14","Supermarket, Uncategorized",,,,,,,,,,,,0,,,,,0.00,4.92,0.00,4.92,,5.00
166,simple,5902082461876,,"CHILI-CHEESE NUGGETS  (0.6kg)",1,0,visible,,,,,taxable,reduced-rate-9,1,406,,0,0,0.6,,,,1,,,"4,87","Supermarket, Uncategorized",,,,,,,,,,,,0,,,,,0.00,3.57,0.00,3.57,,3.57
167,simple,5902082428299,,"CHEESE NUGGETS (0.7kg)",1,0,visible,,,,,taxable,reduced-rate-9,1,,,0,0,0.6,,,,1,,,"5,27","Supermarket, Uncategorized",,,,,,,,,,,,0,,,,,0.00,4.17,0.00,4.17,,4.17
168,simple,5902082415183,,"CEVAPCICI (0.75kg)",1,0,visible,,,,,taxable,reduced-rate-9,1,,,0,0,0.81,,,,1,,,"5,99","Supermarket, Uncategorized",,,,,,,,,,,,0,,,,,0.00,4.88,0.00,4.88,,4.88
169,simple,5902082432197,,"FALAFEL (0.8kg)",1,0,visible,,,,,taxable,reduced-rate-9,1,,,0,0,0.8,,,,1,,,"3,74","Supermarket, Uncategorized",,,,,,,,,,,,0,,,,,0.00,2.96,0.00,2.96,,2.96
170,simple,5902082461883,,"ONION RINGS (0.8kg)",1,0,visible,,,,,taxable,reduced-rate-9,1,,,0,0,0.8,,,,1,,,"4,26","Supermarket, Uncategorized",,,,,,,,,,,,0,,,,,0.00,3.04,0.00,3.04,,2.80
171,simple,5902082454632,,"CRISPY PANKO SHRIMPS (0.4kg)",1,0,visible,,,,,taxable,reduced-rate-9,1,,,0,0,0.4,,,,1,,,"6,40","Supermarket, Uncategorized",,,,,,,,,,,,0,,,,,0.00,5.20,0.00,5.20,,5.20
172,simple,5902082456094,,"MANTI (0.8kg)",1,0,visible,,,,,taxable,reduced-rate-9,1,,,0,0,0.8,,,,1,,,"4,68","Supermarket, Uncategorized",,,,,,,,,,,,0,,,,,0.00,3.76,0.00,3.76,,3.6
176,simple,,,"Kip doner ( 250 GR ) (Zakjes) Zonder E621",1,0,visible,,,,,taxable,reduced-rate-9,1,,,0,0,,,,,1,,,"8,00","Supermarket, Uncategorized",,,,,,,,,,,,0,,,,,0.00,6.60,0.00,6.60,,
182,simple,5902082460145,,"CHICKEN BURGER (18x70 GR)(Supermarket)",1,0,visible,,,,,taxable,reduced-rate-9,1,,,0,0,1.26,,,,1,,,"4,85","Supermarket, Uncategorized",,,,,,,,,,,,0,,,,,0.00,3.47,0.00,3.47,,3.78
183,simple,5902082460152,,"CHICKEN BURGER (36x70 GR)(Supermarket)",1,0,visible,,,,,taxable,reduced-rate-9,1,,,0,0,2.52,,,,1,,,"7,99","Supermarket, Uncategorized",,,,,,,,,,,,0,,,,,0.00,6.93,0.00,6.93,,7.30
184,simple,,,"Frikandel 20 (1.7kg) (Supermarket)",1,0,visible,,,,,taxable,reduced-rate-9,1,,,0,0,1.7,,,,1,,,"5,68","Supermarket, Uncategorized",,,,,,,,,,,,0,,,,,0.00,0,0.00,0.00,,
185,simple,5902082428305,,"ADANA KEBAB (12*50 GR)",1,0,visible,,,,,taxable,reduced-rate-9,1,,,0,0,0.7,,,,1,,,"5,31","Supermarket, Uncategorized",,,,,,,,,,,,0,,,,,0.00,3.90,0.00,3.90,,3.90
187,simple,5902082411628,,"AKCABAAT KOFTE  (12*45GR)",1,0,visible,,,,,taxable,reduced-rate-9,1,,,0,0,0.54,,,,1,,,"5,10","Supermarket, Uncategorized",,,,,,,,,,,,0,,,,,0.00,3.51,0.00,3.51,,3.51,
196,simple,,,"ADANA KEBAB (17*118 GR)",1,0,visible,,,,,taxable,reduced-rate-9,1,,,0,0,2.06,,,,1,,,"14,75","Horeca, Uncategorized",,,,,,,,,,,,0,,,,,0.00,13.04,0.00,13.04,,13.04,
197,simple,,,"INEGOL KOFTE (CEVAPCICI 25gr) 1Kg",1,0,visible,,,,,taxable,reduced-rate-9,1,,,0,0,1.00,,,,1,,,"7,45","Horeca, Uncategorized",,,,,,,,,,,,0,,,,,0.00,4.88,0.00,4.88,,6.50,
